kEgoVMdanu kEgoVlYlYu(V32)+Mda_lYlYu_PAST+anu_a_3SM   
kEgoVMdaMweVyo kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVyo_Mda_PRES
kEgoVMdaMweVye kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVye_Mda_IMPH
kEgoVMdaMweVye kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVye_Mda_DECL
kEgoVMdaMweVye kEgoVlYlYu(V4)+Mda_lYlYu_SIM+MdaMweVye_Mda_RIS







